global_trial_id,study,source_run,model_family,model,word,condition,frame_id,hand_code,bc_v3_code,qq_v3_1_code,v4_code
bestiary_sonnet_retest::00645::2115a697dc17,Bestiary,bestiary_sonnet_retest,Claude,claude-sonnet-4-6,flembrast,imaginary_animal,,DESCRIBE,DESCRIBE,OTHER,DESCRIBE
bestiary_sonnet_retest::00662::fffeffc5f248,Bestiary,bestiary_sonnet_retest,Claude,claude-sonnet-4-6,purtaneolotomous,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_sonnet_retest::00671::e944a3c3ca55,Bestiary,bestiary_sonnet_retest,Claude,claude-sonnet-4-6,kovashent,imaginary_idea,,DEFLECT,HYBRID,DEFLECT,HYBRID
bestiary_sonnet_retest::00672::6f063e10027c,Bestiary,bestiary_sonnet_retest,Claude,claude-sonnet-4-6,trolnique,real_object,,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
bestiary_sonnet_retest::00699::af22f24e2d7f,Bestiary,bestiary_sonnet_retest,Claude,claude-sonnet-4-6,flembrast,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_sonnet_retest::00709::73f601bc51b1,Bestiary,bestiary_sonnet_retest,Claude,claude-sonnet-4-6,borthorpunius,imaginary_idea,,HYBRID,HYBRID,HYBRID,HYBRID
bestiary_sonnet_retest::00712::802fa396e46c,Bestiary,bestiary_sonnet_retest,Claude,claude-sonnet-4-6,flembrast,real_object,,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
bestiary_sonnet_retest::00725::889f6ccb10a5,Bestiary,bestiary_sonnet_retest,Claude,claude-sonnet-4-6,kovashent,real_object,,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
bestiary_sonnet_retest::00749::437da49a3f01,Bestiary,bestiary_sonnet_retest,Claude,claude-sonnet-4-6,halthibinny,real_object,,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
bestiary_sonnet_retest::00751::f0a18575783f,Bestiary,bestiary_sonnet_retest,Claude,claude-sonnet-4-6,borthorpunius,imaginary_animal,,HYBRID,DESCRIBE,HYBRID,DESCRIBE
bestiary_sonnet_retest::00757::a5697fd2d510,Bestiary,bestiary_sonnet_retest,Claude,claude-sonnet-4-6,plindorf,imaginary_animal,,HYBRID,HYBRID,HYBRID,HYBRID
bestiary_sonnet_retest::00767::90ba01305e8c,Bestiary,bestiary_sonnet_retest,Claude,claude-sonnet-4-6,borthorpunius,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_sonnet_retest::00784::82ee03c6e96c,Bestiary,bestiary_sonnet_retest,Claude,claude-sonnet-4-6,flembrast,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00167::af66b12e3b18,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,borthorpunius,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00169::539272dafc6e,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,borthorpunius,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00178::696d24a224cd,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,borthorpunius,real_animal,,DEFLECT,HYBRID,DEFLECT,HYBRID
bestiary_gpt_nanomini_retest::00180::7d07aebeb588,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,borthorpunius,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00183::d67d614e44e5,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,flembrast,real_animal,,HYBRID,SUBSTITUTE,DEFLECT,SUBSTITUTE
bestiary_gpt_nanomini_retest::00186::e249de48a8d9,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,flembrast,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00196::8faf3f06a17b,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,flembrast,real_animal,,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00201::a2581aaf0a26,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,halthibinny,real_animal,,HYBRID,DEFLECT,DEFLECT,HYBRID
bestiary_gpt_nanomini_retest::00202::c61c297e6272,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,halthibinny,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00203::eb283ee41395,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,halthibinny,real_animal,,DEFLECT,HYBRID,DEFLECT,HYBRID
bestiary_gpt_nanomini_retest::00205::f8cec64001cf,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,halthibinny,real_animal,,SUBSTITUTE,DEFLECT,DEFLECT,SUBSTITUTE
bestiary_gpt_nanomini_retest::00220::758b6fd8aaa0,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,halthibinny,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00231::ab92e58f06a3,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,kovashent,real_animal,,DESCRIBE,DESCRIBE,HYBRID,DESCRIBE
bestiary_gpt_nanomini_retest::00235::a3ba5f2f214b,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,kovashent,real_animal,,HYBRID,SUBSTITUTE,DEFLECT,SUBSTITUTE
bestiary_gpt_nanomini_retest::00246::cebe0be65dfc,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,plindorf,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00248::b8978b53e926,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,plindorf,real_animal,,DEFLECT,SUBSTITUTE,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00250::ee082791be22,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,plindorf,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00251::57d3aefdb21b,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,plindorf,real_animal,,DESCRIBE,HYBRID,HYBRID,HYBRID
bestiary_gpt_nanomini_retest::00259::3e99d1732439,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,plindorf,real_animal,,HYBRID,HYBRID,DESCRIBE,HYBRID
bestiary_gpt_nanomini_retest::00266::11ffcff48aef,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,purtaneolotomous,real_animal,,DEFLECT,HYBRID,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00277::ac5a24c847e0,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,purtaneolotomous,real_animal,,DEFLECT,SUBSTITUTE,DEFLECT,SUBSTITUTE
bestiary_gpt_nanomini_retest::00282::84eb980c0caf,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,trolnique,real_animal,,DESCRIBE,DESCRIBE,DEFLECT,DESCRIBE
bestiary_gpt_nanomini_retest::00289::bbb5cb2e0807,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,trolnique,real_animal,,HYBRID,HYBRID,HYBRID,HYBRID
bestiary_gpt_nanomini_retest::00295::3060fe3fb8a5,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,trolnique,real_animal,,SUBSTITUTE,DESCRIBE,DESCRIBE,DESCRIBE
bestiary_gpt_nanomini_retest::00299::c30b48204c14,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,trolnique,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
